organism,slot,axis,context,unit,grade,genes,coverage,positive,filled_by,detail,policy,candidates,candidate_titles,blocked_by,searched,would_fill_it
Pf,Pf_splicing / isoform use,regulation,stages,gene,B,1857,32.5%,,"n_transcript_models, novel_transcript_models",2 columns,one,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE298061 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE304394 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE246114 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE246116 (from the GEO index, verify assay and parasite-gene shape); GSE288146 (from the GEO index, verify assay and parasite-gene shape); PMID 39412522 GSE239393 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq] | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq] | from the GEO index; verify assay and parasite-gene shape | 39412522: PfMORC modulates gene expression through interactions with heterochromatin in Plasmodium falciparum,,,
Pf,Pf_RNA stability / half-life · asexual blood stage,regulation,asexual blood stage,gene,-,0,,,,,one,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298061 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE326228 (from the GEO index, verify assay and parasite-gene shape); GSE295105 (from the GEO index, verify assay and parasite-gene shape); GSE295104 (from the GEO index, verify assay and parasite-gene shape); GSE317694 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape,,,
Pf,Pf_membrane topology,localization,sequence,gene,A,5720,100.0%,5318,"n_tm, is_tm, has_signal_peptide",3 columns,one,"PMID 38702310 GSE189034 (from the GEO index, verify assay and parasite-gene shape)",38702310: The DEAD-box RNA helicase PfDOZI imposes opposing actions on RNA metabolism in Plasmodium falciparum,,,
Pf,Pf_exposure to host cytosol,localization,"PVM, export",gene,-,0,,,,,fill,,,missing,"GEO, PRIDE and PubMed for proximity labelling at the parasitophorous vacuole membrane in P. falciparum (2026-08-19): nothing returned. The slot wants a measured exportome, and the arm's `export / PEXEL trafficking` column is a sequence model -- a prediction answering for an experiment is the substitution this slot exists to refuse.","BioID or TurboID from a PVM-anchored bait, with the labelled proteins listed."
Pf,Pf_secretome / excreted,localization,ESA,gene,C,184,3.2%,,ev_studies,1 columns,one,"PXD006925 (from the PRIDE index, verify the modification and the organism); GSE317694 (from the GEO index, verify assay and parasite-gene shape); PMID 38702310 GSE189034 (from the GEO index, verify assay and parasite-gene shape); PMID 26022315 GSE59844 (from the GEO index, verify assay and parasite-gene shape)",from the PRIDE index; verify the modification and the organism | from the GEO index; verify assay and parasite-gene shape | 38702310: The DEAD-box RNA helicase PfDOZI imposes opposing actions on RNA metabolism in Plasmodium falciparum | 26022315: P. falciparum Complicated Malaria: Modulation and Connectivity between Exportome and Variant Surface Gene Families,,,
Pf,Pf_co-transcription,relation,stage series,pair,A,5533,96.7%,,coexpression,"62,912 pairs",separate,"GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE301593 (from the GEO index, verify assay and parasite-gene shape); GSE278140 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE246114 (from the GEO index, verify assay and parasite-gene shape); PMID 41484140 GSE290542 (from the GEO index, verify assay and parasite-gene shape); PMID 40148982 GSE273005 (from the GEO index, verify assay and parasite-gene shape); PMID 40148982 GSE273004 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq] | 41484140: PbAP2-TR plays a role in regulating major transcriptomic changes from early to late trophozoite [PbAP2-TR_RNA-seq] | 40148982: m5C methyltransferase NSUN3 regulates variant gene expression and development in blood-stage Plasmodium falciparum [RNA-seq] | 40148982: m5C methyltransferase NSUN3 regulates variant gene expression and development in blood-stage Plasmodium falciparum [RNA-seq],,,
Pf,Pf_co-translation,relation,ribosome profiling,pair,B,771,13.5%,,cotranslation,"8,048 pairs",separate,"GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); PMID 41419483 GSE290936 (from the GEO index, verify assay and parasite-gene shape); GSE301593 (from the GEO index, verify assay and parasite-gene shape); GSE267362 (from the GEO index, verify assay and parasite-gene shape); GSE267361 (from the GEO index, verify assay and parasite-gene shape); PMID 38702310 GSE189034 (from the GEO index, verify assay and parasite-gene shape); PMID 37493969 GSE233739 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 41419483: A metabolism-chromatin axis promotes ribosome heterogeneity in the human malaria parasite [II] | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 38702310: The DEAD-box RNA helicase PfDOZI imposes opposing actions on RNA metabolism in Plasmodium falciparum | 37493969: Transcriptional profiling of primary human erythroblasts infected with Plasmodium falciparum,,,
Pf,Pf_co-fitness,relation,seven screens,pair,-,0,,,,,separate,"PMID 34593836 GSE128115 (from the GEO index, verify assay and parasite-gene shape); GSE104223 (from the GEO index, verify assay and parasite-gene shape); GSE103507 (from the GEO index, verify assay and parasite-gene shape); PMID 31045574 GSE103259 (from the GEO index, verify assay and parasite-gene shape); GSE103042 (from the GEO index, verify assay and parasite-gene shape); GSE99486 (from the GEO index, verify assay and parasite-gene shape); PMID 28531310 GSE85478 (from the GEO index, verify assay and parasite-gene shape); PMID 28938907 GSE94273 (from the GEO index, verify assay and parasite-gene shape)","34593836: Malaria Host Pathogen Center Experiment 07A and 07B - Macaca fascicularis infected with Plasmodium knowlesi to produce and integrate clinical, hematological, parasitological, omics, telemetric and histopathological measures of acute primary infection. | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 31045574: Malaria Host Pathogen Interaction Center Experiment 03: Host and parasite gene transcript abundance measures from whole blood for Macaca mulatta infected with Plasmodium coatneyi Hackeri strain from 7 time points over a 101 day study | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 28531310: Nascent RNA sequencing reveals mechanisms of gene regulation in the human malaria parasite Plasmodium falciparum | 28938907: Malaria Host Pathogen Interaction Center Experiment 04: Host and parasite gene transcript abundances, from bone marrow aspirate, of Macaca mulatta infected Plasmodium cynomolgi treated with artemether over 7 time points in a 100 day study",,,
Pf,Pf_interaction · crosslink MS,relation,measured contact,pair,C,110,1.9%,,xlms,79 pairs,one,"GSE278140 (from the GEO index, verify assay and parasite-gene shape); PMID 36808528 GSE208757 (from the GEO index, verify assay and parasite-gene shape); PMID 28531310 GSE85478 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | 36808528: Replication origin mapping in the malaria parasite Plasmodium falciparum | 28531310: Nascent RNA sequencing reveals mechanisms of gene regulation in the human malaria parasite Plasmodium falciparum,,,
Pf,"Pf_interaction · IP-MS, parasite-parasite",relation,pulldown,pair,C,65,1.1%,,ip_ms,98 pairs,fill,"PXD008219 (from the PRIDE index, verify the modification and the organism); PXD008208 (from the PRIDE index, verify the modification and the organism); PXD006155 (from the PRIDE index, verify the modification and the organism)",from the PRIDE index; verify the modification and the organism | from the PRIDE index; verify the modification and the organism | from the PRIDE index; verify the modification and the organism,,,
Pf,Pf_interaction · proximity labelling,relation,BioID / TurboID,gene,-,0,,,,,fill,"PMID 41460168 GSE267413 (from the GEO index, verify assay and parasite-gene shape); GSE231838 (from the GEO index, verify assay and parasite-gene shape); PMID 35938722 GSE208865 (from the GEO index, verify assay and parasite-gene shape)",41460168: A system for functional studies of the major virulence factor of malaria parasites [WGS] | from the GEO index; verify assay and parasite-gene shape | 35938722: The Plasmodium falciparum Nuclear Protein Phosphatase NIF4 is Required for Efficient Merozoite Invasion and Regulates Artemisinin Sensitivity,,,
Pf,Pf_interaction · structural similarity,relation,Foldseek,pair,A,1620,28.3%,,struct,"4,571 pairs",one,,,,,
Pf,Pf_interaction · with host proteins,relation,host IP-MS,pair,C,10,0.2%,,bridge:host,"10 pairs, 10 parasite gene(s)",separate,"GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE329816 (from the GEO index, verify assay and parasite-gene shape); PMID 41419483 GSE290936 (from the GEO index, verify assay and parasite-gene shape); GSE301593 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE246114 (from the GEO index, verify assay and parasite-gene shape); PMID 39412522 GSE239393 (from the GEO index, verify assay and parasite-gene shape); GSE278246 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 41419483: A metabolism-chromatin axis promotes ribosome heterogeneity in the human malaria parasite [II] | from the GEO index; verify assay and parasite-gene shape | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq] | 39412522: PfMORC modulates gene expression through interactions with heterochromatin in Plasmodium falciparum | from the GEO index; verify assay and parasite-gene shape,,,
