Gene ID	Genomic Sequence ID	Genomic Location (Gene)	Gene Strand	Gene Type
TGME49_219485	TGME49_chrXII	TGME49_chrXII:909,925..920,726(-)	reverse	protein coding gene
TGME49_219500	TGME49_chrXII	TGME49_chrXII:900,171..909,252(+)	forward	protein coding gene
TGME49_219510	TGME49_chrXII	TGME49_chrXII:892,204..900,009(-)	reverse	protein coding gene
TGME49_219520	TGME49_chrXII	TGME49_chrXII:885,564..889,987(-)	reverse	protein coding gene
TGME49_219530	TGME49_chrXII	TGME49_chrXII:878,232..883,950(-)	reverse	protein coding gene
TGME49_219540	TGME49_chrXII	TGME49_chrXII:862,285..876,603(-)	reverse	protein coding gene
TGME49_219550	TGME49_chrXII	TGME49_chrXII:851,661..860,129(-)	reverse	protein coding gene
TGME49_219560	TGME49_chrXII	TGME49_chrXII:850,422..850,493(-)	reverse	ncRNA gene
TGME49_219570	TGME49_chrXII	TGME49_chrXII:848,945..850,385(-)	reverse	protein coding gene
TGME49_219580	TGME49_chrXII	TGME49_chrXII:848,797..848,868(+)	forward	ncRNA gene
TGME49_219590	TGME49_chrXII	TGME49_chrXII:840,317..848,224(+)	forward	protein coding gene
TGME49_219600	TGME49_chrXII	TGME49_chrXII:832,421..837,974(+)	forward	protein coding gene
TGME49_219610	TGME49_chrXII	TGME49_chrXII:825,732..827,910(+)	forward	protein coding gene
TGME49_219620	TGME49_chrXII	TGME49_chrXII:816,002..824,172(-)	reverse	protein coding gene
TGME49_219630	TGME49_chrXII	TGME49_chrXII:803,184..816,707(+)	forward	protein coding gene
TGME49_219640	TGME49_chrXII	TGME49_chrXII:787,855..800,261(+)	forward	protein coding gene
TGME49_219650	TGME49_chrXII	TGME49_chrXII:768,350..785,243(-)	reverse	protein coding gene
TGME49_219660	TGME49_chrXII	TGME49_chrXII:748,647..766,460(-)	reverse	protein coding gene
TGME49_219670	TGME49_chrXII	TGME49_chrXII:744,700..748,390(+)	forward	protein coding gene
TGME49_219678	TGME49_chrXII	TGME49_chrXII:737,650..743,753(+)	forward	protein coding gene
TGME49_219682	TGME49_chrXII	TGME49_chrXII:728,484..737,469(-)	reverse	protein coding gene
TGME49_219690	TGME49_chrXII	TGME49_chrXII:724,712..727,176(-)	reverse	protein coding gene
TGME49_219700	TGME49_chrXII	TGME49_chrXII:713,136..723,642(+)	forward	protein coding gene
TGME49_219710	TGME49_chrXII	TGME49_chrXII:692,889..709,843(-)	reverse	protein coding gene
TGME49_219720	TGME49_chrXII	TGME49_chrXII:688,712..692,594(+)	forward	protein coding gene
TGME49_219730	TGME49_chrXII	TGME49_chrXII:685,224..688,559(+)	forward	protein coding gene
TGME49_219738	TGME49_chrXII	TGME49_chrXII:671,947..684,431(+)	forward	protein coding gene
TGME49_219742	TGME49_chrXII	TGME49_chrXII:667,048..670,598(+)	forward	protein coding gene
TGME49_219750	TGME49_chrXII	TGME49_chrXII:663,218..664,666(-)	reverse	protein coding gene
TGME49_219760	TGME49_chrXII	TGME49_chrXII:657,538..662,114(-)	reverse	protein coding gene
TGME49_219770	TGME49_chrXII	TGME49_chrXII:652,964..657,167(+)	forward	protein coding gene
TGME49_219780	TGME49_chrXII	TGME49_chrXII:652,167..652,774(+)	forward	protein coding gene
TGME49_219790	TGME49_chrXII	TGME49_chrXII:641,943..652,811(-)	reverse	protein coding gene
TGME49_219800	TGME49_chrXII	TGME49_chrXII:637,145..641,888(+)	forward	protein coding gene
TGME49_219810	TGME49_chrXII	TGME49_chrXII:628,769..636,265(-)	reverse	protein coding gene
TGME49_219820	TGME49_chrXII	TGME49_chrXII:621,088..623,601(-)	reverse	protein coding gene
TGME49_219828	TGME49_chrXII	TGME49_chrXII:617,782..618,935(+)	forward	protein coding gene
TGME49_219840	TGME49_chrXII	TGME49_chrXII:602,708..605,409(-)	reverse	protein coding gene
TGME49_219850	TGME49_chrXII	TGME49_chrXII:592,458..602,483(-)	reverse	protein coding gene
TGME49_219860	TGME49_chrXII	TGME49_chrXII:578,740..590,285(-)	reverse	protein coding gene
TGME49_220025	TGME49_chrX	TGME49_chrX:1,859,592..1,864,033(+)	forward	protein coding gene
TGME49_220060	TGME49_chrV	TGME49_chrV:55,888..58,254(+)	forward	protein coding gene
TGME49_220070	TGME49_chrV	TGME49_chrV:96,607..100,997(-)	reverse	protein coding gene
TGME49_220080	TGME49_chrV	TGME49_chrV:109,552..112,661(-)	reverse	protein coding gene
TGME49_220090	TGME49_chrV	TGME49_chrV:122,853..126,089(+)	forward	protein coding gene
TGME49_220100	TGME49_chrV	TGME49_chrV:127,711..131,570(+)	forward	protein coding gene
TGME49_220110	TGME49_chrV	TGME49_chrV:131,911..142,518(-)	reverse	protein coding gene
TGME49_220120	TGME49_chrV	TGME49_chrV:145,413..150,021(+)	forward	protein coding gene
TGME49_220132	TGME49_chrV	TGME49_chrV:150,786..161,171(-)	reverse	protein coding gene
TGME49_220140	TGME49_chrV	TGME49_chrV:161,343..163,932(+)	forward	protein coding gene
TGME49_220145	TGME49_chrV	TGME49_chrV:164,873..166,266(-)	reverse	protein coding gene
TGME49_220150	TGME49_chrV	TGME49_chrV:166,965..169,842(+)	forward	protein coding gene
TGME49_220160	TGME49_chrV	TGME49_chrV:171,853..179,129(+)	forward	protein coding gene
TGME49_220170	TGME49_chrV	TGME49_chrV:178,953..188,061(-)	reverse	protein coding gene
TGME49_220175	TGME49_chrV	TGME49_chrV:187,941..192,603(+)	forward	protein coding gene
TGME49_220180	TGME49_chrV	TGME49_chrV:192,868..193,986(-)	reverse	protein coding gene
TGME49_220190	TGME49_chrV	TGME49_chrV:194,076..198,813(-)	reverse	protein coding gene
TGME49_220200	TGME49_chrV	TGME49_chrV:199,839..203,899(+)	forward	protein coding gene
TGME49_220208	TGME49_chrV	TGME49_chrV:204,424..216,777(-)	reverse	protein coding gene
TGME49_220212	TGME49_chrV	TGME49_chrV:216,892..223,536(+)	forward	protein coding gene
TGME49_220230	TGME49_chrV	TGME49_chrV:224,035..235,203(-)	reverse	protein coding gene
TGME49_220240	TGME49_chrV	TGME49_chrV:237,150..240,284(-)	reverse	protein coding gene
TGME49_220250	TGME49_chrV	TGME49_chrV:241,761..245,452(-)	reverse	protein coding gene
TGME49_220260	TGME49_chrV	TGME49_chrV:245,642..248,706(+)	forward	protein coding gene
TGME49_220270	TGME49_chrV	TGME49_chrV:249,883..252,872(-)	reverse	protein coding gene
TGME49_220280	TGME49_chrV	TGME49_chrV:255,348..260,683(+)	forward	protein coding gene
TGME49_220290	TGME49_chrV	TGME49_chrV:260,887..274,874(+)	forward	protein coding gene
TGME49_220300	TGME49_chrV	TGME49_chrV:274,893..284,397(-)	reverse	protein coding gene
TGME49_220310	TGME49_chrV	TGME49_chrV:286,409..288,066(-)	reverse	protein coding gene
TGME49_220320	TGME49_chrV	TGME49_chrV:287,243..292,776(+)	forward	protein coding gene
TGME49_220330	TGME49_chrV	TGME49_chrV:295,153..299,369(-)	reverse	protein coding gene
TGME49_220340	TGME49_chrV	TGME49_chrV:300,526..310,129(+)	forward	protein coding gene
TGME49_220350	TGME49_chrV	TGME49_chrV:310,715..318,211(+)	forward	protein coding gene
TGME49_220360	TGME49_chrV	TGME49_chrV:319,301..331,333(+)	forward	protein coding gene
TGME49_220370	TGME49_chrV	TGME49_chrV:332,269..339,763(+)	forward	protein coding gene
TGME49_220380	TGME49_chrV	TGME49_chrV:339,115..345,251(-)	reverse	protein coding gene
TGME49_220390	TGME49_chrV	TGME49_chrV:345,453..350,230(+)	forward	protein coding gene
TGME49_220400	TGME49_chrV	TGME49_chrV:352,248..354,164(-)	reverse	protein coding gene
TGME49_220420	TGME49_chrV	TGME49_chrV:356,081..368,250(+)	forward	protein coding gene
TGME49_220425	TGME49_chrV	TGME49_chrV:359,613..359,685(+)	forward	ncRNA gene
TGME49_220430	TGME49_chrV	TGME49_chrV:368,656..375,099(-)	reverse	protein coding gene
TGME49_220440	TGME49_chrV	TGME49_chrV:376,370..383,638(-)	reverse	protein coding gene
TGME49_220450	TGME49_chrV	TGME49_chrV:385,638..389,739(-)	reverse	protein coding gene
TGME49_220460	TGME49_chrV	TGME49_chrV:391,007..398,639(-)	reverse	protein coding gene
TGME49_220470	TGME49_chrV	TGME49_chrV:399,052..406,186(-)	reverse	protein coding gene
TGME49_220480	TGME49_chrV	TGME49_chrV:407,792..413,819(-)	reverse	protein coding gene
TGME49_220490	TGME49_chrV	TGME49_chrV:413,878..418,887(+)	forward	protein coding gene
TGME49_220500	TGME49_chrV	TGME49_chrV:419,065..424,229(+)	forward	protein coding gene
TGME49_220510	TGME49_chrV	TGME49_chrV:425,686..430,295(+)	forward	protein coding gene
TGME49_220520	TGME49_chrV	TGME49_chrV:432,815..440,479(+)	forward	protein coding gene
TGME49_220525	TGME49_chrV	TGME49_chrV:440,688..441,408(+)	forward	protein coding gene
TGME49_220530	TGME49_chrV	TGME49_chrV:441,898..444,991(+)	forward	protein coding gene
TGME49_220540	TGME49_chrV	TGME49_chrV:447,118..449,713(-)	reverse	protein coding gene
TGME49_220550	TGME49_chrV	TGME49_chrV:455,184..455,255(+)	forward	ncRNA gene
TGME49_220560	TGME49_chrV	TGME49_chrV:456,211..463,101(+)	forward	protein coding gene
TGME49_220570	TGME49_chrV	TGME49_chrV:462,945..470,380(-)	reverse	protein coding gene
TGME49_220585	TGME49_chrV	TGME49_chrV:471,286..474,990(+)	forward	protein coding gene
TGME49_220600	TGME49_chrV	TGME49_chrV:478,649..484,637(+)	forward	protein coding gene
TGME49_220610	TGME49_chrV	TGME49_chrV:485,324..490,606(-)	reverse	protein coding gene
TGME49_220620	TGME49_chrV	TGME49_chrV:490,908..490,989(+)	forward	ncRNA gene
TGME49_220630	TGME49_chrV	TGME49_chrV:491,415..501,680(-)	reverse	protein coding gene
TGME49_220640	TGME49_chrV	TGME49_chrV:502,316..507,147(-)	reverse	protein coding gene
TGME49_220650	TGME49_chrV	TGME49_chrV:507,253..511,057(-)	reverse	protein coding gene
TGME49_220720	KE138892	KE138892:27,903..28,736(+)	forward	protein coding gene
TGME49_220730	KE138892	KE138892:25,822..26,976(-)	reverse	protein coding gene
TGME49_220740	KE138892	KE138892:19,020..24,183(+)	forward	protein coding gene
TGME49_220840	TGME49_chrII	TGME49_chrII:17,012..23,098(-)	reverse	protein coding gene
TGME49_220850	TGME49_chrII	TGME49_chrII:23,771..24,986(-)	reverse	protein coding gene
TGME49_220860	TGME49_chrII	TGME49_chrII:23,771..30,138(+)	forward	protein coding gene
TGME49_220870	TGME49_chrII	TGME49_chrII:30,196..34,402(-)	reverse	protein coding gene
TGME49_220880	TGME49_chrII	TGME49_chrII:34,473..38,391(+)	forward	protein coding gene
TGME49_220890	TGME49_chrII	TGME49_chrII:37,902..41,494(-)	reverse	protein coding gene
TGME49_220900	TGME49_chrII	TGME49_chrII:42,784..46,018(+)	forward	protein coding gene
TGME49_220910	TGME49_chrII	TGME49_chrII:46,841..61,677(-)	reverse	protein coding gene
TGME49_220920	TGME49_chrII	TGME49_chrII:61,868..69,023(+)	forward	protein coding gene
TGME49_220930	TGME49_chrII	TGME49_chrII:68,743..76,375(-)	reverse	protein coding gene
TGME49_220940	TGME49_chrII	TGME49_chrII:80,215..85,505(+)	forward	protein coding gene
TGME49_220950	TGME49_chrII	TGME49_chrII:85,768..91,367(+)	forward	protein coding gene
TGME49_221160	TGME49_chrII	TGME49_chrII:97,990..102,287(-)	reverse	protein coding gene
TGME49_221170	TGME49_chrII	TGME49_chrII:102,411..107,434(+)	forward	protein coding gene
TGME49_221180	TGME49_chrII	TGME49_chrII:108,336..115,399(-)	reverse	protein coding gene
TGME49_221190	TGME49_chrII	TGME49_chrII:115,768..119,397(+)	forward	protein coding gene
TGME49_221200	TGME49_chrII	TGME49_chrII:119,592..132,133(-)	reverse	protein coding gene
TGME49_221210	TGME49_chrII	TGME49_chrII:135,686..137,827(+)	forward	protein coding gene
TGME49_221220	TGME49_chrII	TGME49_chrII:138,883..160,075(+)	forward	protein coding gene
TGME49_221230	TGME49_chrII	TGME49_chrII:160,264..168,261(-)	reverse	protein coding gene
TGME49_221240	TGME49_chrII	TGME49_chrII:170,725..171,433(+)	forward	protein coding gene
TGME49_221250	TGME49_chrII	TGME49_chrII:172,757..180,576(+)	forward	protein coding gene
TGME49_221260	TGME49_chrII	TGME49_chrII:182,333..191,530(+)	forward	protein coding gene
TGME49_221265	TGME49_chrII	TGME49_chrII:191,962..195,407(-)	reverse	protein coding gene
TGME49_221270	TGME49_chrII	TGME49_chrII:195,411..199,930(-)	reverse	protein coding gene
TGME49_221275	TGME49_chrII	TGME49_chrII:200,676..201,697(-)	reverse	protein coding gene
TGME49_221280	TGME49_chrII	TGME49_chrII:202,322..220,860(+)	forward	protein coding gene
TGME49_221290	TGME49_chrII	TGME49_chrII:222,471..222,553(-)	reverse	ncRNA gene
TGME49_221295	TGME49_chrII	TGME49_chrII:222,618..226,094(+)	forward	protein coding gene
TGME49_221310	TGME49_chrII	TGME49_chrII:225,609..234,259(-)	reverse	protein coding gene
TGME49_221320	TGME49_chrII	TGME49_chrII:234,389..252,960(-)	reverse	protein coding gene
TGME49_221330	TGME49_chrII	TGME49_chrII:254,439..269,317(-)	reverse	protein coding gene
TGME49_221340	TGME49_chrII	TGME49_chrII:269,486..276,127(+)	forward	protein coding gene
TGME49_221350	TGME49_chrII	TGME49_chrII:277,268..281,470(+)	forward	protein coding gene
TGME49_221360	TGME49_chrII	TGME49_chrII:281,774..288,491(-)	reverse	protein coding gene
TGME49_221370	TGME49_chrII	TGME49_chrII:288,958..297,342(+)	forward	protein coding gene
TGME49_221380	TGME49_chrII	TGME49_chrII:297,252..301,185(-)	reverse	protein coding gene
TGME49_221390	TGME49_chrII	TGME49_chrII:302,872..310,233(-)	reverse	protein coding gene
TGME49_221400	TGME49_chrII	TGME49_chrII:310,910..323,548(-)	reverse	protein coding gene
TGME49_221410	TGME49_chrII	TGME49_chrII:323,414..331,569(+)	forward	protein coding gene
TGME49_221415	TGME49_chrII	TGME49_chrII:332,504..333,232(+)	forward	protein coding gene
TGME49_221420	TGME49_chrII	TGME49_chrII:333,248..343,340(+)	forward	protein coding gene
TGME49_221430	TGME49_chrII	TGME49_chrII:343,560..347,068(+)	forward	protein coding gene
TGME49_221440	TGME49_chrII	TGME49_chrII:347,273..356,574(-)	reverse	protein coding gene
TGME49_221450	TGME49_chrII	TGME49_chrII:356,803..363,136(+)	forward	protein coding gene
TGME49_221455	TGME49_chrII	TGME49_chrII:364,054..364,875(+)	forward	protein coding gene
TGME49_221460	TGME49_chrII	TGME49_chrII:366,331..373,724(+)	forward	protein coding gene
TGME49_221470	TGME49_chrII	TGME49_chrII:375,553..385,985(+)	forward	protein coding gene
TGME49_221480	TGME49_chrII	TGME49_chrII:386,704..392,532(-)	reverse	protein coding gene
TGME49_221490	TGME49_chrII	TGME49_chrII:394,458..398,878(-)	reverse	protein coding gene
TGME49_221500	TGME49_chrII	TGME49_chrII:400,517..404,817(-)	reverse	protein coding gene
TGME49_221510	TGME49_chrII	TGME49_chrII:405,006..407,273(+)	forward	protein coding gene
TGME49_221530	TGME49_chrII	TGME49_chrII:417,642..421,861(-)	reverse	protein coding gene
TGME49_221540	TGME49_chrII	TGME49_chrII:423,385..432,532(-)	reverse	protein coding gene
TGME49_221550	TGME49_chrII	TGME49_chrII:434,366..439,406(+)	forward	protein coding gene
TGME49_221560	TGME49_chrII	TGME49_chrII:440,665..444,493(-)	reverse	protein coding gene
TGME49_221570	TGME49_chrII	TGME49_chrII:446,526..448,165(-)	reverse	protein coding gene
TGME49_221580	TGME49_chrII	TGME49_chrII:451,069..466,022(+)	forward	protein coding gene
TGME49_221585	TGME49_chrII	TGME49_chrII:464,980..466,991(-)	reverse	protein coding gene
TGME49_221590	TGME49_chrII	TGME49_chrII:467,190..471,165(+)	forward	protein coding gene
TGME49_221600	TGME49_chrII	TGME49_chrII:471,540..476,801(-)	reverse	protein coding gene
TGME49_221610	TGME49_chrII	TGME49_chrII:479,363..486,237(+)	forward	protein coding gene
TGME49_221620	TGME49_chrII	TGME49_chrII:488,773..491,888(-)	reverse	protein coding gene
TGME49_221630	TGME49_chrII	TGME49_chrII:496,574..506,753(-)	reverse	protein coding gene
TGME49_221640	TGME49_chrII	TGME49_chrII:507,191..513,263(+)	forward	protein coding gene
TGME49_221660	TGME49_chrII	TGME49_chrII:515,549..531,804(+)	forward	protein coding gene
TGME49_221665	TGME49_chrII	TGME49_chrII:532,648..536,800(+)	forward	protein coding gene
TGME49_221670	TGME49_chrII	TGME49_chrII:537,012..553,077(-)	reverse	protein coding gene
TGME49_221675	TGME49_chrII	TGME49_chrII:553,976..563,581(-)	reverse	protein coding gene
TGME49_221685	TGME49_chrII	TGME49_chrII:563,697..570,026(+)	forward	protein coding gene
TGME49_221690	TGME49_chrII	TGME49_chrII:569,518..576,254(-)	reverse	protein coding gene
TGME49_221700	TGME49_chrII	TGME49_chrII:576,424..582,441(+)	forward	protein coding gene
TGME49_221710	TGME49_chrII	TGME49_chrII:596,242..605,893(-)	reverse	protein coding gene
TGME49_221720	TGME49_chrII	TGME49_chrII:582,700..594,855(-)	reverse	protein coding gene
TGME49_221818	TGME49_chrII	TGME49_chrII:692,718..696,452(-)	reverse	protein coding gene
TGME49_221830	TGME49_chrII	TGME49_chrII:609,242..624,027(-)	reverse	protein coding gene
TGME49_221840	TGME49_chrII	TGME49_chrII:625,814..627,888(+)	forward	protein coding gene
TGME49_221850	TGME49_chrII	TGME49_chrII:629,405..633,069(+)	forward	protein coding gene
TGME49_221855	TGME49_chrII	TGME49_chrII:633,927..635,593(+)	forward	protein coding gene
TGME49_221860	TGME49_chrII	TGME49_chrII:635,792..636,145(+)	forward	protein coding gene
TGME49_221865	TGME49_chrII	TGME49_chrII:636,567..637,290(+)	forward	protein coding gene
TGME49_221870	TGME49_chrII	TGME49_chrII:642,997..651,494(+)	forward	protein coding gene
TGME49_221900	TGME49_chrII	TGME49_chrII:677,538..683,713(+)	forward	protein coding gene
TGME49_221910	TGME49_chrII	TGME49_chrII:685,145..691,406(+)	forward	protein coding gene
TGME49_221910	TGME49_chrII	TGME49_chrII:685,145..691,406(+)	forward	protein coding gene
TGME49_221922	TGME49_chrII	TGME49_chrII:696,597..701,071(+)	forward	protein coding gene
TGME49_221930	TGME49_chrII	TGME49_chrII:702,920..705,019(+)	forward	protein coding gene
TGME49_221940	TGME49_chrII	TGME49_chrII:706,435..718,639(-)	reverse	protein coding gene
TGME49_221950	TGME49_chrII	TGME49_chrII:719,741..728,253(-)	reverse	protein coding gene
TGME49_221970	TGME49_chrII	TGME49_chrII:730,626..732,969(-)	reverse	protein coding gene
TGME49_221980	TGME49_chrII	TGME49_chrII:733,196..738,252(+)	forward	protein coding gene
TGME49_221990	TGME49_chrII	TGME49_chrII:737,799..741,829(-)	reverse	protein coding gene
TGME49_222000	TGME49_chrII	TGME49_chrII:741,917..749,332(-)	reverse	protein coding gene
TGME49_222010	TGME49_chrII	TGME49_chrII:750,981..758,647(-)	reverse	protein coding gene
TGME49_222020	TGME49_chrII	TGME49_chrII:761,352..767,399(+)	forward	protein coding gene
TGME49_222030	TGME49_chrII	TGME49_chrII:769,050..776,296(+)	forward	protein coding gene
TGME49_222040	TGME49_chrII	TGME49_chrII:778,230..781,504(+)	forward	protein coding gene
TGME49_222050	TGME49_chrII	TGME49_chrII:784,020..793,661(-)	reverse	protein coding gene
TGME49_222060	TGME49_chrII	TGME49_chrII:795,443..805,537(-)	reverse	protein coding gene
TGME49_222070	TGME49_chrII	TGME49_chrII:805,714..814,652(+)	forward	protein coding gene
TGME49_222075	TGME49_chrII	TGME49_chrII:829,392..830,048(-)	reverse	protein coding gene
TGME49_222080	TGME49_chrII	TGME49_chrII:860,032..861,950(-)	reverse	protein coding gene
TGME49_222090	TGME49_chrII	TGME49_chrII:865,401..868,097(+)	forward	protein coding gene
TGME49_222100	TGME49_chrII	TGME49_chrII:868,460..873,347(-)	reverse	protein coding gene
TGME49_222110	TGME49_chrII	TGME49_chrII:876,512..883,255(+)	forward	protein coding gene
TGME49_222120	TGME49_chrII	TGME49_chrII:884,333..893,441(-)	reverse	protein coding gene
TGME49_222130	TGME49_chrII	TGME49_chrII:893,581..896,327(+)	forward	protein coding gene
TGME49_222140	TGME49_chrII	TGME49_chrII:895,914..910,998(-)	reverse	protein coding gene
TGME49_222155	TGME49_chrII	TGME49_chrII:911,159..917,321(+)	forward	protein coding gene
TGME49_222160	TGME49_chrII	TGME49_chrII:917,934..925,345(-)	reverse	protein coding gene
TGME49_222170	TGME49_chrII	TGME49_chrII:928,666..931,808(+)	forward	protein coding gene
TGME49_222180	TGME49_chrII	TGME49_chrII:933,220..934,972(-)	reverse	protein coding gene
TGME49_222188	TGME49_chrII	TGME49_chrII:935,362..938,606(+)	forward	protein coding gene
TGME49_222192	TGME49_chrII	TGME49_chrII:939,764..948,231(+)	forward	protein coding gene
TGME49_222200	TGME49_chrII	TGME49_chrII:948,735..956,796(+)	forward	protein coding gene
TGME49_222210	TGME49_chrII	TGME49_chrII:956,595..962,822(-)	reverse	protein coding gene
TGME49_222220	TGME49_chrII	TGME49_chrII:966,364..971,173(+)	forward	protein coding gene
TGME49_222230	TGME49_chrII	TGME49_chrII:973,171..983,449(-)	reverse	protein coding gene
TGME49_222240	TGME49_chrII	TGME49_chrII:986,168..993,062(+)	forward	protein coding gene
TGME49_222250	TGME49_chrII	TGME49_chrII:993,491..999,920(-)	reverse	protein coding gene
TGME49_222260	TGME49_chrII	TGME49_chrII:1,002,771..1,003,055(-)	reverse	protein coding gene
TGME49_222270	TGME49_chrII	TGME49_chrII:1,004,773..1,008,626(+)	forward	protein coding gene
TGME49_222280	TGME49_chrII	TGME49_chrII:1,008,249..1,011,038(-)	reverse	protein coding gene
TGME49_222290	TGME49_chrII	TGME49_chrII:1,011,197..1,014,003(+)	forward	protein coding gene
TGME49_222300	TGME49_chrII	TGME49_chrII:1,014,371..1,021,103(-)	reverse	protein coding gene
TGME49_222305	TGME49_chrII	TGME49_chrII:1,021,160..1,023,710(-)	reverse	protein coding gene
TGME49_222310	TGME49_chrII	TGME49_chrII:1,023,948..1,031,513(+)	forward	protein coding gene
TGME49_222330	TGME49_chrII	TGME49_chrII:1,034,644..1,044,522(-)	reverse	protein coding gene
TGME49_222340	TGME49_chrII	TGME49_chrII:1,049,047..1,055,003(+)	forward	protein coding gene
TGME49_222350	TGME49_chrII	TGME49_chrII:1,055,707..1,065,548(-)	reverse	protein coding gene
TGME49_222360	TGME49_chrII	TGME49_chrII:1,065,458..1,077,276(+)	forward	protein coding gene
TGME49_222370	TGME49_chrII	TGME49_chrII:1,078,765..1,083,390(+)	forward	protein coding gene
